,N06731X
N06691U,0.026362545757383594
N06731X,0.0
N06731Y,0.028517432015540585
N26151X,0.0
N29121G,0.05514016001165784
N29131B,0.05435952760031179
N29131C,0.029888549542780786
N29141A,0.03746843953169278
N29142H,0.04391676870438019
N29131F,0.049091093539432355
