,N29141A
N06691U,0.02641527116218519
N06731X,0.03918374223208832
N06731Y,0.026215282815829313
N26151X,0.019777303134230446
N29121G,0.08785256203315969
N29131B,0.06207459539187905
N29131C,0.02813969422852463
N29141A,0.0
N29142H,0.04676289139632886
N29131F,0.008128243362271647
