,N26151X
N06691U,0.03797509604005793
N06731X,0.0
N06731Y,0.04132234263533285
N26151X,0.0
N29121G,0.07178928453478527
N29131B,0.05615708457266074
N29131C,0.04530293003237545
N29141A,0.04601647257088884
N29142H,0.05831969723173014
N29131F,0.021224764609618425
