,N06731Y
N06691U,0.019544018558756485
N06731X,0.015353245329088796
N06731Y,0.0
N26151X,0.012947079221473735
N29121G,0.033888403268106784
N29131B,0.03349850135301106
N29131C,0.0076126183693885265
N29141A,0.01743667261393045
N29142H,0.07252662851243347
N29131F,0.034503325523786016
