,N29131B
N06691U,0.024203170276347486
N06731X,0.0
N06731Y,0.050145309229655224
N26151X,0.02986987520110998
N29121G,0.029644110911697916
N29131B,0.0
N29131C,0.01146287185336652
N29141A,0.01858463238794816
N29142H,0.07132003922789591
N29131F,0.0
