,N06351L
N06351L,0.0
N06411H,0.048528136883674584
N06421A,0.0
N06421D,0.03028711152345431
N06421E,0.025171101256345106
N06421F,0.0432575700146276
N06421G,0.031663653333420645
N06431Y,0.055439901096502056
N31111S,0.031135872548206704
N31111U,0.0
N31111W,0.029419962751440338
