,N06421E
N06351L,0.014124591303787383
N06411H,0.03225411566352372
N06421A,0.0
N06421D,0.022872993626241407
N06421E,0.0
N06421F,0.01765894066897515
N06421G,0.013512929074697871
N06431Y,0.0151654335360393
N31111S,0.02228634726984152
N31111U,0.011931870939749574
N31111W,0.013280490222582287
