,N06421G
N06351L,0.01851912653800462
N06411H,0.035197215504105206
N06421A,0.022634715312547456
N06421D,0.03656152021201129
N06421E,0.018727945561089053
N06421F,0.01823878003333026
N06421G,0.0
N06431Y,0.03937162093709865
N31111S,0.02306867519247163
N31111U,0.015875493687749234
N31111W,0.044493365121883316
