,N06431Y
N06351L,0.04307710583419648
N06411H,0.03818835030602322
N06421A,0.0
N06421D,0.042193500384524386
N06421E,0.025737416073648125
N06421F,0.06760199019914366
N06421G,0.02256739867883786
N06431Y,0.0
N31111S,0.022947789590829697
N31111U,0.0
N31111W,0.030935675188022198
