,N31111U
N06351L,0.007376172961172575
N06411H,0.013635379282246222
N06421A,0.01742494996607388
N06421D,0.018473169813833464
N06421E,0.0
N06421F,0.0
N06421G,0.02275179976198101
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.008686047484820617
