,N31111W
N06351L,0.028460172496039597
N06411H,0.02996387782394337
N06421A,0.025695208493209235
N06421D,0.036328145666091875
N06421E,0.0
N06421F,0.01603258615944029
N06421G,0.036828675588055415
N06431Y,0.015822467727398582
N31111S,0.022963464231682374
N31111U,0.01723090248072421
N31111W,0.0
