,N06421D
N06351L,0.04059904192925705
N06411H,0.03038195401236345
N06421A,0.012993969713251183
N06421D,0.0
N06421E,0.0
N06421F,0.03860773748673617
N06421G,0.030282456805550334
N06431Y,0.022744872253523795
N31111S,0.0
N31111U,0.018132942423734033
N31111W,0.02796967510883481
