,N06421F
N06351L,0.040929296654896884
N06411H,0.0234718458062998
N06421A,0.0
N06421D,0.0255410900262805
N06421E,0.021730901761229656
N06421F,0.0
N06421G,0.016094386780507945
N06431Y,0.05825409170118577
N31111S,0.025513861300314404
N31111U,0.0
N31111W,0.0361461555313991
