,N31111S
N06351L,0.02795015915666797
N06411H,0.022383855050977227
N06421A,0.0
N06421D,0.00951960216793866
N06421E,0.04256309604155314
N06421F,0.018193980467019227
N06421G,0.014928248780634581
N06431Y,0.03057727193804205
N31111S,0.0
N31111U,0.0
N31111W,0.014940415156214843
