,N31111U
N06351L,0.0034505265733397994
N06411H,0.005212951570081596
N06421A,0.01306323913903406
N06421D,0.01714354482191059
N06421E,0.0
N06421F,0.0
N06421G,0.014333264142180405
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.007637980862246575
