,N06421E
N06351L,0.0239370134691362
N06411H,0.02722065218346569
N06421A,0.004419253392613074
N06421D,0.02153078461013479
N06421E,0.0
N06421F,0.023237709845786894
N06421G,0.015375415395125025
N06431Y,0.02054342673346016
N31111S,0.016927617101916727
N31111U,0.0061648414537165686
N31111W,0.008993368842197104
