,N06411H
N06351L,0.026705645497199084
N06411H,0.0
N06421A,0.00908818485624545
N06421D,0.032014313544183666
N06421E,0.008797266659142513
N06421F,0.034906212990685574
N06421G,0.037478965839452205
N06431Y,0.0424329776634579
N31111S,0.010222230335471004
N31111U,0.00414013847498626
N31111W,0.029685657381366116
