,N06351L
N06351L,0.0
N06411H,0.03998501497319703
N06421A,0.0
N06421D,0.0068076689800097585
N06421E,0.021334917158423516
N06421F,0.038520084518127586
N06421G,0.030556759000192103
N06431Y,0.04149453733043274
N31111S,0.01730299785093146
N31111U,0.0
N31111W,0.032425863279769936
