,N06431Y
N06351L,0.0348128073190897
N06411H,0.02211147429470324
N06421A,0.0
N06421D,0.030700494620224394
N06421E,0.02568513128732593
N06421F,0.06247539459232413
N06421G,0.019471476718870125
N06431Y,0.0
N31111S,0.01278625384895135
N31111U,0.0
N31111W,0.016979768496867498
