,N06421F
N06351L,0.03247861023414795
N06411H,0.017761568290655318
N06421A,0.0
N06421D,0.013164754729872108
N06421E,0.016716648100093743
N06421F,0.0
N06421G,0.015367941379836235
N06431Y,0.051013483235531225
N31111S,0.015785081766368805
N31111U,0.0
N31111W,0.03043619910903591
