,N31111W
N06351L,0.025222943028675962
N06411H,0.019874480759513247
N06421A,0.018583794978791937
N06421D,0.03590687777510712
N06421E,0.0
N06421F,0.01254358980073688
N06421G,0.03616152321403508
N06431Y,0.014993393415073506
N31111S,0.006046505232103526
N31111U,0.005306637006162601
N31111W,0.0
