,N06421G
N06351L,0.023486332391021634
N06411H,0.01622290942689533
N06421A,0.017598700475846028
N06421D,0.029819920139375414
N06421E,0.012065541843116092
N06421F,0.022438292157701285
N06421G,0.0
N06431Y,0.03414906389828297
N31111S,0.014796123459995768
N31111U,0.007595954291212586
N31111W,0.03078132666353385
