,N06421D
N06351L,0.04221842631280062
N06411H,0.03376258468062658
N06421A,0.012485654480015462
N06421D,0.0
N06421E,0.006806240389092221
N06421F,0.021635374853888757
N06421G,0.04095094143841191
N06431Y,0.02315082378761758
N31111S,0.0049548212763639195
N31111U,0.011027653144138257
N31111W,0.03147643805222155
