,N31111S
N06351L,0.02399017546942244
N06411H,0.009158467644116066
N06421A,0.0
N06421D,0.010372142140685877
N06421E,0.03538322769177559
N06421F,0.021807661916708094
N06421G,0.015340813487362586
N06431Y,0.02807681733961908
N31111S,0.0
N31111U,0.0
N31111W,0.011909858173546053
