프레임 인덱스,차량 ID,위도,경도,East (TM 좌표),North (TM 좌표),차선,차선변경여부
1382,27,36.46204288,127.2768344,224813.799,429350.0145,1,0
1382,127,36.46245184,127.2763975,224774.7341,429395.344,1,0
1383,27,36.46203095,127.276847,224815.0981,429348.6235,1,0
1383,127,36.46243934,127.2764102,224775.8801,429393.9616,1,0
1384,27,36.4620185,127.2768619,224816.3637,429347.2041,1,0
1384,127,36.46242686,127.276423,224777.026,429392.5788,1,0
1385,27,36.46200442,127.2768767,224817.6715,429345.7932,1,0
1385,127,36.46241437,127.2764357,224778.1723,429391.1971,1,0
1386,27,36.46199272,127.2768906,224818.9562,429344.3364,1,0
1386,127,36.46240189,127.2764485,224779.3179,429389.8157,1,0
1387,27,36.46197903,127.2769048,224820.2677,429342.904,1,0
1387,127,36.46238943,127.2764612,224780.4616,429388.4349,1,0
1388,27,36.46196561,127.2769204,224821.6122,429341.3942,1,0
1388,127,36.46237695,127.2764739,224781.6009,429387.0544,1,0
1389,27,36.46195181,127.2769355,224822.9469,429339.9605,1,0
1389,127,36.46236448,127.2764865,224782.7366,429385.674,1,0
1390,27,36.46194018,127.2769493,224824.2209,429338.5331,1,0
1390,127,36.46235202,127.276499,224783.869,429384.2936,1,0
1391,27,36.46192693,127.2769629,224825.4149,429337.2466,3,2
1391,127,36.46233955,127.2765116,224784.9654,429382.9551,1,0
1392,27,36.46191694,127.2769753,224826.6633,429335.8703,3,0
1392,127,36.46232821,127.276523,224786.0623,429381.6174,1,0
1393,27,36.46190289,127.276991,224827.9789,429334.4977,3,0
1393,127,36.46231577,127.2765356,224787.1581,429380.2805,1,0
1394,27,36.46188974,127.2770068,224829.3078,429333.0682,3,0
1394,127,36.46230332,127.2765482,224788.2872,429378.9026,1,0
1395,27,36.46187821,127.2770196,224830.6229,429331.6832,3,0
1395,127,36.46229087,127.2765607,224789.4157,429377.525,1,0
1396,27,36.46186536,127.2770348,224831.9279,429330.3062,3,0
1396,127,36.46227844,127.2765733,224790.5101,429376.1885,1,0
1397,27,36.46185243,127.2770504,224833.3164,429328.8665,3,0
1397,127,36.4622671,127.2765847,224791.6036,429374.8531,1,0
1398,27,36.4618392,127.277066,224834.7181,429327.4388,3,0
1398,127,36.46225469,127.2765972,224792.6969,429373.517,1,0
1399,27,36.46182667,127.2770816,224836.014,429326.0963,3,0
1399,127,36.46224224,127.2766097,224793.8272,429372.1402,1,0
1400,27,36.46181605,127.2770936,224837.2207,429324.8275,3,0
1400,127,36.46222979,127.2766224,224794.9289,429370.8059,1,0
1401,27,36.46180482,127.2771062,224838.3847,429323.5498,3,0
1401,127,36.46221853,127.2766339,224796.0346,429369.4746,1,0
1402,27,36.46179205,127.2771204,224839.531,429322.2588,3,0
1402,127,36.46220616,127.2766466,224797.1416,429368.1459,1,0
1403,27,36.46178106,127.2771319,224840.6012,429321.0228,3,0
1403,127,36.46219379,127.2766593,224798.2839,429366.7755,1,0
1404,27,36.46177131,127.2771419,224841.6433,429319.7875,3,0
1404,127,36.46218139,127.276672,224799.4277,429365.4035,1,0
1405,27,36.46175856,127.2771552,224842.789,429318.4595,3,0
1405,127,36.46216898,127.2766848,224800.5407,429364.0709,1,0
1406,27,36.46174507,127.2771701,224844.0344,429317.0479,3,0
1406,127,36.46215767,127.2766964,224801.6578,429362.7376,1,0
1407,27,36.46173306,127.2771835,224845.3247,429315.5896,3,0
1407,127,36.46214526,127.2767093,224802.7782,429361.4043,1,0
1408,27,36.46171905,127.2771983,224846.6315,429314.1287,3,0
1408,127,36.46213285,127.2767221,224803.9356,429360.0306,1,0
1409,27,36.46170548,127.2772137,224848.0434,429312.5359,3,0
1409,127,36.46212045,127.276735,224805.0964,429358.6564,1,0
1410,27,36.46168991,127.2772306,224849.3804,429311.0558,3,0
1410,127,36.46210802,127.276748,224806.2264,429357.3223,1,0
1411,27,36.46167895,127.2772429,224850.8751,429309.4317,3,0
1411,127,36.46209669,127.2767598,224807.3617,429355.9866,1,0
1412,27,36.46166149,127.2772636,224852.3795,429307.8398,3,0
1412,127,36.46208425,127.2767729,224808.5015,429354.6497,1,0
1413,27,36.46164679,127.2772808,224853.8954,429306.2399,3,0
1413,127,36.46207179,127.276786,224809.6801,429353.2723,1,0
1414,27,36.46163561,127.2772935,224855.116,429304.925,3,0
1414,127,36.46205936,127.2767991,224810.8258,429351.9385,1,0
1415,27,36.46162585,127.2773043,224856.2258,429303.6794,3,0
1415,127,36.4620481,127.2768111,224811.976,429350.609,1,0
1416,27,36.46161302,127.2773178,224857.3058,429302.4301,3,0
1416,127,36.46203576,127.2768244,224813.1344,429349.2825,1,0
1417,27,36.46160174,127.2773295,224858.4328,429301.1394,3,0
1417,127,36.46202341,127.2768378,224814.3389,429347.9144,1,0
1418,27,36.46159087,127.2773419,224859.5074,429299.8693,3,0
1418,127,36.46201102,127.2768513,224815.5116,429346.5859,1,0
1419,27,36.46157859,127.2773537,224860.6416,429298.5655,3,0
1419,127,36.46199975,127.2768635,224816.6859,429345.2564,1,0
1420,27,36.4615664,127.2773673,224861.7712,429297.1915,3,0
1420,127,36.46198738,127.2768769,224817.8251,429343.9703,1,0
1421,27,36.46155363,127.2773796,224862.9364,429295.8439,3,0
1421,127,36.46197616,127.2768893,224818.9713,429342.6856,1,0
1422,27,36.46154207,127.2773925,224864.1649,429294.435,3,0
1422,127,36.46196494,127.2769017,224820.1247,429341.4018,1,0
1423,27,36.46152823,127.2774083,224865.4833,429292.9367,3,0
1423,127,36.46195258,127.2769154,224821.2812,429340.1193,1,0
1424,27,36.46151304,127.2774236,224866.8697,429291.3666,3,0
1424,127,36.4619414,127.2769279,224822.4779,429338.7965,1,0
1425,27,36.46149953,127.2774388,224868.1113,429289.8766,3,0
1425,127,36.46192908,127.2769417,224823.6415,429337.5158,1,0
1426,27,36.46148786,127.2774497,224869.345,429288.409,3,0
1426,127,36.46191787,127.2769543,224824.8485,429336.1923,1,0
1427,27,36.46147327,127.2774647,224870.5356,429286.9162,3,0
1427,127,36.46190552,127.2769681,224826.0222,429334.91,1,0
1428,27,36.46145908,127.2774785,224871.8367,429285.3334,3,0
1428,127,36.46189432,127.2769808,224827.2363,429333.5869,1,0
1429,27,36.46144497,127.2774932,224873.0892,429283.8081,3,0
1429,127,36.461882,127.2769948,224828.4148,429332.3052,1,0
1430,27,36.46143194,127.2775065,224874.2266,429282.3726,3,0
1430,127,36.46187078,127.2770075,224829.5952,429331.0232,4,0
1431,27,36.46142018,127.2775165,224875.353,429280.9724,3,0
1431,127,36.46185957,127.2770202,224830.7392,429329.7815,4,0
1432,27,36.46140703,127.2775307,224876.4645,429279.5844,3,0
1432,127,36.46184835,127.2770329,224831.8853,429328.5393,4,0
1433,27,36.46139433,127.2775436,224877.7999,429278.0147,3,0
1433,127,36.46183711,127.2770457,224833.0684,429327.2548,4,0
1434,27,36.46137766,127.2775611,224879.0825,429276.5112,3,0
1434,127,36.46182476,127.2770597,224834.2503,429325.971,4,0
1435,27,36.46136629,127.2775735,224880.419,429274.9485,3,0
1435,127,36.46181355,127.2770724,224835.4306,429324.6901,4,0
1436,27,36.46135199,127.2775882,224881.6515,429273.5114,3,0
1436,127,36.46180239,127.2770851,224836.5735,429323.4544,4,0
1437,27,36.46133872,127.2776022,224882.9383,429271.9374,3,0
