프레임 인덱스,차량 ID,위도,경도,East (TM 좌표),North (TM 좌표),차선,차선변경여부
1867,54,36.46206459,127.2768462,224815.2622,429352.1569,3,0
1867,56,36.4618555,127.2770975,224837.7607,429328.9571,2,0
1867,127,36.46222464,127.2765856,224791.6659,429370.1808,2,0
1868,45,36.46194401,127.2769193,224821.6205,429339.0738,1,0
1868,54,36.46205007,127.2768569,224815.9934,429350.8732,3,0
1868,56,36.46183225,127.2771201,224839.4421,429326.8759,2,0
1868,127,36.46221346,127.2765978,224792.7678,429368.9429,2,0
1869,45,36.46193194,127.2769314,224822.6882,429337.6915,1,0
1869,56,36.46181533,127.277138,224841.0608,429324.8196,2,0
1869,127,36.46220226,127.2766101,224793.8722,429367.7033,2,0
1870,45,36.46191945,127.276944,224823.8112,429336.3538,1,0
1870,56,36.46179982,127.2771516,224842.4736,429323.1064,2,0
1870,127,36.46219105,127.2766224,224794.9804,429366.4623,2,0
1871,45,36.46190776,127.2769568,224824.9536,429335.0321,1,0
1871,56,36.46178585,127.2771673,224844.0057,429321.3031,2,0
1871,127,36.46217982,127.2766348,224796.0903,429365.2213,2,0
1872,45,36.46189612,127.2769695,224826.0714,429333.7716,1,0
1872,56,36.4617665,127.2771891,224845.7161,429319.4635,2,0
1872,127,36.46216863,127.2766471,224797.2018,429363.9812,2,0
1873,45,36.46188528,127.2769813,224827.155,429332.5485,1,0
1873,56,36.46175,127.2772087,224847.5449,429317.4617,2,0
1873,127,36.46215743,127.2766595,224798.2814,429362.7807,2,0
1874,45,36.46187461,127.2769929,224828.2402,429331.3255,1,0
1874,56,36.46173165,127.2772284,224849.2787,429315.5693,2,0
1874,127,36.46214728,127.2766708,224799.3629,429361.581,2,0
1875,45,36.46186297,127.2770057,224829.3195,429330.0812,4,0
1875,127,36.46213611,127.2766832,224800.4126,429360.4209,2,0
1876,45,36.46185157,127.2770173,224830.4073,429328.8336,4,0
1876,127,36.46212599,127.2766945,224801.4967,429359.2249,2,0
1877,45,36.4618408,127.2770292,224831.4608,429327.6249,4,0
1877,127,36.46211486,127.276707,224802.5478,429358.0692,2,0
1878,45,36.46183021,127.2770409,224832.5053,429326.4259,4,0
1878,127,36.46210478,127.2767183,224803.633,429356.8781,2,0
1879,39,36.4620442,127.2768165,224812.3615,429350.2759,1,0
1879,45,36.46181907,127.2770522,224833.526,429325.2456,4,0
1879,127,36.46209371,127.2767307,224804.6851,429355.7259,2,0
1880,39,36.46203424,127.2768259,224813.3478,429348.9943,1,0
1880,45,36.46180881,127.2770633,224834.5488,429323.9961,4,0
1880,127,36.46208363,127.2767421,224805.774,429354.5366,2,0
1881,39,36.46202161,127.2768384,224814.3648,429347.7103,1,0
1881,45,36.46179635,127.277075,224835.5544,429322.7854,4,0
1881,127,36.46207255,127.2767546,224806.8652,429353.3479,2,0
1882,39,36.4620094,127.2768504,224815.4522,429346.3497,1,0
1882,45,36.46178625,127.2770857,224836.5557,429321.5145,4,0
1882,127,36.46206149,127.2767671,224807.9564,429352.1597,2,0
1883,39,36.46199737,127.2768622,224816.5524,429345.0048,1,0
1883,45,36.46177436,127.2770967,224837.5669,429320.285,4,0
1883,127,36.46205142,127.2767785,224809.0459,429350.9742,2,0
1884,39,36.46198516,127.2768751,224817.6913,429343.6437,1,0
1884,45,36.46176303,127.2771087,224838.596,429319.0492,4,0
1884,127,36.46204041,127.276791,224810.132,429349.7911,2,0
1885,39,36.46197252,127.2768884,224818.9021,429342.1982,1,0
1885,45,36.46175276,127.2771201,224839.585,429317.825,4,0
1885,127,36.46202942,127.2768034,224811.2511,429348.5736,2,0
1886,39,36.46195821,127.2769026,224820.0742,429340.7833,1,0
1886,45,36.46174118,127.2771297,224840.5181,429316.6168,4,0
1886,127,36.46201842,127.2768158,224812.3364,429347.3922,2,0
1887,39,36.46194683,127.2769143,224821.2282,429339.3156,1,0
1887,45,36.46173028,127.2771398,224841.3645,429315.4069,4,0
1887,127,36.46200839,127.2768272,224813.4242,429346.2058,1,1
1888,39,36.46193276,127.276927,224822.3336,429337.9257,1,0
1888,45,36.46171996,127.2771483,224842.2032,429314.228,4,0
1888,127,36.46199726,127.2768397,224814.4776,429345.0535,1,0
1889,39,36.46192055,127.2769395,224823.4822,429336.4536,1,0
1889,45,36.46170923,127.2771576,224842.9797,429313.0959,4,0
1889,127,36.46198719,127.276851,224815.5603,429343.8618,1,0
1890,39,36.46190695,127.2769526,224824.5828,429335.0962,1,0
1890,45,36.46169959,127.2771657,224843.6724,429312.0734,4,0
1890,127,36.46197609,127.2768633,224816.6046,429342.7081,1,0
1891,39,36.46189598,127.2769637,224825.6682,429333.7529,1,0
1891,45,36.46169224,127.2771713,224844.2132,429311.2506,4,0
1891,127,36.46196599,127.2768745,224817.6476,429341.5526,1,0
1892,39,36.46188415,127.2769757,224826.748,429332.4144,4,0
1892,45,36.4616869,127.2771756,224844.7876,429310.3278,4,0
1892,127,36.46195587,127.2768858,224818.658,429340.4335,1,0
1893,39,36.46187068,127.2769886,224827.8395,429331.0586,4,0
1893,45,36.46167456,127.2771848,224845.5283,429309.2751,4,0
1893,127,36.46194575,127.276897,224819.6676,429339.3136,1,0
1894,27,36.46173881,127.2772023,224847.0666,429316.3451,3,0
1894,39,36.46185925,127.2770001,224828.946,429329.7109,4,0
1894,45,36.4616637,127.277196,224846.4751,429307.9825,4,0
1894,127,36.46193563,127.2769082,224820.7065,429338.1586,1,0
1895,27,36.46172526,127.2772164,224848.3618,429314.7579,3,0
1895,39,36.46184764,127.2770126,224830.0535,429328.3848,4,0
1895,127,36.46192456,127.2769204,224821.7748,429336.9663,1,0
1896,27,36.46170915,127.2772324,224849.639,429313.2131,3,0
1896,39,36.46183475,127.2770256,224831.1568,429327.0579,4,0
1896,127,36.46191344,127.2769326,224822.8399,429335.774,1,0
1897,27,36.46169697,127.2772449,224850.994,429311.5419,3,0
1897,39,36.46182329,127.2770369,224832.2833,429325.6676,4,0
1897,127,36.46190332,127.2769437,224823.9026,429334.5789,1,0
1898,27,36.46168,127.2772617,224852.3567,429309.8927,3,0
1898,39,36.46180997,127.2770502,224833.3599,429324.331,4,0
1898,127,36.46189217,127.2769559,224824.9289,429333.4213,1,0
1899,27,36.46166449,127.2772779,224853.6879,429308.2117,3,0
1899,39,36.46179854,127.2770615,224834.4917,429322.9281,4,0
1899,127,36.46188206,127.2769669,224825.983,429332.2287,4,0
1900,27,36.46165144,127.2772893,224854.7361,429306.8548,3,0
1900,39,36.46178529,127.2770747,224835.5459,429321.6127,4,0
1900,127,36.46187099,127.2769789,224826.9999,429331.0754,4,0
1901,27,36.46164324,127.2772966,224855.6067,429305.6694,3,0
1901,39,36.46177433,127.2770854,224836.6159,429320.2775,4,0
1901,127,36.46186092,127.2769898,224828.0457,429329.8858,4,0
1902,27,36.46163236,127.2773069,224856.6177,429304.4006,3,0
1902,39,36.46176236,127.2770972,224837.6823,429318.98,4,0
1902,127,36.46184982,127.2770018,224829.0561,429328.7335,4,0
1903,27,36.46161706,127.2773231,224857.7969,429302.9784,3,0
1903,39,36.46175013,127.2771103,224838.7633,429317.6983,4,0
1903,127,36.46183976,127.2770126,224830.0642,429327.582,4,0
1904,27,36.46160471,127.277336,224859.1373,429301.4051,3,0
1904,39,36.4617396,127.2771215,224839.8515,429316.4072,4,0
1904,127,36.46182971,127.2770234,224831.0379,429326.4676,4,0
1905,27,36.46158975,127.2773516,224860.3676,429299.9581,3,0
1905,39,36.46172738,127.2771335,224840.8841,429315.1789,4,0
1905,127,36.46181962,127.2770342,224832.0106,429325.353,4,0
1906,27,36.46157787,127.2773641,224861.5838,429298.5018,3,0
1906,39,36.46171685,127.2771447,224841.9298,429313.9365,4,0
1906,127,36.46180955,127.277045,224832.9813,429324.2388,4,0
1907,27,36.46156526,127.2773766,224862.8557,429297.0167,3,0
1907,39,36.46170594,127.2771564,224842.973,429312.6969,4,0
1907,127,36.46179951,127.2770558,224833.9484,429323.1264,4,0
1908,27,36.46154953,127.2773941,224864.2485,429295.4205,3,0
1908,39,36.46169379,127.2771683,224844.0266,429311.4437,4,0
1908,127,36.46178947,127.2770665,224834.9131,429322.0167,4,0
1909,27,36.46153464,127.2774107,224865.6927,429293.7871,3,0
1909,39,36.46168289,127.2771799,224845.0774,429310.1897,4,0
1909,127,36.46177948,127.2770772,224835.8766,429320.9078,4,0
1910,27,36.46152103,127.2774248,224867.1067,429292.1525,3,0
1910,39,36.46167196,127.2771914,224846.1448,429308.9484,4,0
1910,127,36.46176945,127.2770879,224836.8419,429319.7985,4,0
1911,27,36.46150527,127.2774413,224868.4505,429290.5651,3,0
1911,39,36.46166016,127.2772039,224847.2106,429307.6757,4,0
1911,127,36.46175941,127.2770987,224837.8078,429318.6872,4,0
1912,27,36.46149165,127.2774555,224869.8421,429288.9537,3,0
1912,39,36.46164841,127.2772154,224848.3074,429306.3639,4,0
1912,127,36.46174936,127.2771094,224838.8037,429317.5361,4,0
1913,27,36.46147739,127.2774713,224871.4982,429287.0744,3,0
1913,39,36.46163642,127.277228,224849.3776,429305.0823,4,0
1913,127,36.46173826,127.2771212,224839.7989,429316.3826,4,0
1914,21,36.46151058,127.2774066,224865.4019,429291.0977,3,0
1914,27,36.46145438,127.2774966,224873.1969,429285.1752,3,0
1914,39,36.46162543,127.2772396,224850.4495,429303.8281,4,0
1914,127,36.46172815,127.2771319,224840.7939,429315.2269,4,0
1915,21,36.46149817,127.2774205,224866.7332,429289.6619,3,0
1915,27,36.46144023,127.2775123,224874.9566,429283.1444,3,0
1915,39,36.46161443,127.2772512,224851.4893,429302.5824,4,0
1915,127,36.46171804,127.2771426,224841.7589,429314.1092,4,0
1916,21,36.46148447,127.2774367,224868.0686,429288.2214,3,0
1916,27,36.46142241,127.2775301,224876.6124,429281.2637,2,1
1916,39,36.46160267,127.2772627,224852.5606,429301.3007,4,0
1916,127,36.46170797,127.2771534,224842.7555,429312.9557,4,0
1917,21,36.46147156,127.2774512,224869.336,429286.8326,3,0
1917,27,36.46140346,127.2775519,224878.3824,429279.2897,2,0
1917,39,36.4615907,127.2772754,224853.6328,429300.0198,4,0
1917,127,36.46169688,127.2771651,224843.7517,429311.8018,4,0
1918,21,36.46146055,127.2774628,224870.5423,429285.5239,3,0
1918,27,36.46138678,127.2775714,224880.2261,429277.4028,2,0
1918,39,36.46157972,127.277287,224854.7387,429298.7347,4,0
1918,127,36.46168677,127.2771759,224844.7497,429310.6438,4,0
1919,21,36.46144901,127.2774769,224871.7007,429284.3036,3,0
1919,27,36.46137132,127.2775917,224881.9729,429275.6739,2,0
1919,39,36.46156785,127.2772996,224855.8566,429297.4494,4,0
1919,127,36.46167658,127.2771866,224845.752,429309.4789,4,0
1920,21,36.46143849,127.2774899,224872.8396,429283.1454,3,0
1920,39,36.46155588,127.2773127,224856.9577,429296.17,4,0
1920,127,36.46166531,127.2771986,224846.7583,429308.3109,4,0
1921,21,36.46142916,127.2775008,224873.9909,429281.9715,3,0
1921,39,36.46154505,127.2773237,224858.0669,429294.8964,4,0
1921,127,36.46165511,127.2772094,224847.7666,429307.1434,4,0
1922,21,36.4614172,127.2775154,224875.1537,429280.791,3,0
1922,39,36.46153334,127.2773366,224859.1329,429293.6784,4,0
1922,127,36.46164494,127.2772203,224848.7449,429306.0154,4,0
1923,21,36.4614065,127.2775287,224876.499,429279.4624,3,0
1923,39,36.46152287,127.2773483,224860.2717,429292.4107,4,0
1923,127,36.46163474,127.2772312,224849.7269,429304.8879,4,0
1924,21,36.46139316,127.2775457,224877.8459,429278.1292,3,0
1924,39,36.4615107,127.2773617,224861.371,429291.1579,4,0
1924,127,36.46162456,127.2772422,224850.7143,429303.7594,4,0
1925,21,36.46138108,127.2775603,224879.288,429276.6796,3,0
1925,39,36.46149939,127.2773733,224862.499,429289.8698,4,0
1925,127,36.46161435,127.2772532,224851.7052,429302.6287,4,0
1926,21,36.46136723,127.2775768,224880.7187,429275.2025,3,0
1926,39,36.46148797,127.2773859,224863.6336,429288.5709,4,0
1926,127,36.4616041,127.2772643,224852.7326,429301.4579,4,0
1927,21,36.46135315,127.2775935,224882.0924,429273.7529,3,0
1927,39,36.46147551,127.2773996,224864.756,429287.284,4,0
1927,127,36.46159282,127.2772765,224853.7632,429300.285,4,0
1928,21,36.46134181,127.2776062,224883.3547,429272.3692,3,0
1928,39,36.46146452,127.2774108,224865.8658,429285.9834,4,0
1928,127,36.46158256,127.2772876,224854.7969,429299.1123,4,0
1929,21,36.46132974,127.277619,224884.5071,429271.0649,3,0
1929,39,36.46145273,127.2774229,224866.9333,429284.7096,4,0
1929,127,36.46157231,127.2772988,224855.8006,429297.9776,4,0
1930,21,36.46131781,127.2776319,224885.6993,429269.7115,3,0
1930,39,36.46144099,127.2774352,224868.0226,429283.4243,4,0
1930,127,36.46156207,127.2773099,224856.8067,429296.8422,4,0
1931,21,36.46130514,127.277646,224886.9645,429268.3374,3,0
1931,39,36.4614297,127.2774471,224869.0937,429282.1737,4,0
1931,127,36.46155179,127.2773212,224857.8159,429295.7055,4,0
1932,21,36.46129252,127.2776612,224888.3268,429266.9056,3,0
1932,39,36.46141884,127.2774587,224870.1867,429280.9084,4,0
1932,127,36.46154151,127.2773324,224858.8291,429294.5664,4,0
1933,21,36.46127902,127.2776774,224889.7049,429265.4713,3,0
1933,39,36.46140671,127.2774717,224871.3068,429279.6216,4,0
1933,127,36.46153119,127.2773437,224859.8808,429293.3885,4,0
1934,21,36.46126629,127.277692,224891.048,429264.0832,2,1
1934,39,36.46139483,127.2774845,224872.4754,429278.2876,4,0
1934,127,36.46151987,127.2773563,224860.9388,429292.2097,4,0
1935,21,36.46125491,127.277706,224892.2987,429262.775,2,0
1935,39,36.4613827,127.2774977,224873.6085,429277.0003,4,0
1935,127,36.46150955,127.2773677,224862.0024,429291.0306,4,0
1936,21,36.46124357,127.2777191,224893.555,429261.4922,2,0
1936,39,36.46137182,127.2775095,224874.7619,429275.7239,4,0
1936,127,36.46149924,127.2773792,224863.0715,429289.8492,4,0
1937,21,36.46123152,127.2777339,224894.838,429260.1446,2,0
1937,39,36.46136024,127.277523,224875.9026,429274.4321,4,0
1937,127,36.46148784,127.2773919,224864.1454,429288.6683,4,0
1938,21,36.46121839,127.2777489,224896.1336,429258.776,2,0
1938,39,36.46134769,127.2775357,224877.045,429273.139,4,0
1938,127,36.46147755,127.2774035,224865.2243,429287.4891,4,0
1939,21,36.46120649,127.2777624,224897.4058,429257.3946,2,0
1939,39,36.46133678,127.2775476,224878.1537,429271.8533,4,0
1939,127,36.46146727,127.2774152,224866.2744,429286.3499,4,0
1940,21,36.4611941,127.2777764,224898.662,429255.963,2,0
1940,39,36.4613254,127.27756,224879.25,429270.5501,4,0
1940,127,36.46145697,127.277427,224867.3294,429285.2093,4,0
1941,21,36.46117961,127.2777908,224899.8948,429254.5454,2,0
1941,39,36.46131238,127.2775723,224880.3114,429269.2798,4,0
1941,127,36.46144663,127.2774387,224868.3525,429284.1043,4,0
1942,21,36.46116809,127.2778035,224901.1904,429252.9927,2,0
1942,39,36.46130236,127.277583,224881.4094,429267.9362,4,0
1942,127,36.46143732,127.2774494,224869.4144,429282.9565,4,0
1943,21,36.46115204,127.2778196,224902.4439,429251.5106,2,0
1943,39,36.46128899,127.2775966,224882.4951,429266.6344,4,0
1943,52,36.46103717,127.2779085,224910.4738,429238.6874,3,0
1943,127,36.46142585,127.2774624,224870.4782,429281.8069,4,0
1944,21,36.46113946,127.2778326,224903.7561,429249.9631,2,0
1944,39,36.4612771,127.2776085,224883.6683,429265.2375,4,0
1944,52,36.4610267,127.2779192,224911.4387,429237.4681,3,0
1944,127,36.46141547,127.2774742,224871.6159,429280.5782,4,0
1945,21,36.46112616,127.2778473,224905.0598,429248.42,2,0
1945,39,36.46126451,127.2776222,224884.7768,429263.8789,4,0
1945,52,36.46101598,127.2779291,224912.3074,429236.3426,3,0
1945,127,36.46140401,127.2774873,224872.7202,429279.3883,4,0
1946,21,36.46111023,127.2778632,224906.5012,429246.756,2,0
1946,39,36.46125218,127.2776336,224885.9395,429262.4932,4,0
1946,52,36.46100666,127.2779374,224913.3678,429235.0048,3,0
1946,127,36.4613936,127.2774992,224873.8653,429278.1587,4,0
1947,21,36.46109438,127.2778808,224907.9422,429245.0282,2,0
1947,39,36.46123955,127.2776473,224887.0898,429261.09,4,0
1947,52,36.46099045,127.2779545,224914.5271,429233.5251,3,0
1947,127,36.46138213,127.2775124,224875.0147,429276.927,4,0
1948,21,36.46107936,127.2778955,224909.3485,429243.3915,2,0
1948,39,36.46122648,127.2776605,224888.2919,429259.6598,4,0
1948,52,36.46097589,127.2779678,224915.8209,429231.953,3,0
1948,127,36.46137062,127.2775257,224876.2025,429275.6557,4,0
1949,21,36.46106589,127.2779101,224910.6954,429241.8125,2,0
1949,39,36.46121342,127.2776737,224889.4783,429258.2433,4,0
1949,52,36.46096407,127.2779806,224917.1115,429230.3774,3,0
1949,127,36.46135914,127.2775389,224877.3901,429274.3837,4,0
1950,21,36.4610516,127.2779257,224912.1909,429240.1022,2,0
1950,39,36.46120116,127.2776869,224890.7133,429256.7732,4,0
1950,52,36.46094776,127.2779976,224918.436,429228.7915,3,0
1950,127,36.46134765,127.2775521,224878.6126,429273.0739,4,0
1951,21,36.46103303,127.2779454,224913.6858,429238.3611,2,0
1951,39,36.46118665,127.2777017,224891.9497,429255.3313,4,0
1951,52,36.46093292,127.278012,224919.7465,429227.2194,3,0
1951,127,36.46133512,127.2775664,224879.8357,429271.7629,4,0
1952,21,36.46101873,127.27796,224915.2227,429236.5405,2,0
1952,39,36.46117434,127.277715,224893.1713,429253.8429,4,0
1952,52,36.46092147,127.2780243,224921.041,429225.6281,3,0
1952,127,36.4613236,127.2775797,224881.0615,429270.4502,4,0
1953,21,36.46100229,127.277977,224916.634,429234.8693,2,0
1953,39,36.46116082,127.2777277,224894.3428,429252.4332,4,0
1953,52,36.46090464,127.2780408,224922.4507,429223.9561,3,0
1953,127,36.46131207,127.277593,224882.2542,429269.1742,4,0
1954,21,36.46098776,127.2779925,224918.1215,429233.0968,2,0
1954,39,36.46114844,127.2777408,224895.5231,429250.9749,4,0
1954,52,36.46088762,127.2780591,224923.9602,429222.0919,3,0
1954,127,36.46130053,127.2776062,224883.4473,429267.8977,4,0
1955,21,36.46097071,127.2780097,224919.5116,429231.4325,2,0
1955,39,36.46113483,127.2777544,224896.7125,429249.555,4,0
1955,52,36.46087098,127.2780747,224925.2703,429220.4701,3,0
1955,127,36.461289,127.2776195,224884.6386,429266.6196,3,1
1956,21,36.4609572,127.2780234,224920.868,429229.7074,2,0
1956,39,36.46112235,127.2777674,224897.8778,429248.1143,4,0
1956,52,36.46086071,127.2780845,224926.4433,429218.921,3,0
1956,127,36.46127742,127.2776327,224885.8288,429265.3401,3,0
1957,21,36.46094103,127.2780378,224922.12,429228.0976,2,0
1957,39,36.4611094,127.2777797,224898.9883,429246.7515,4,0
1957,52,36.46084565,127.2780982,224927.4672,429217.5609,3,0
1957,127,36.46126585,127.277646,224886.9835,429264.0979,3,0
1958,21,36.4609271,127.2780515,224923.404,429226.4016,2,0
1958,39,36.46109789,127.2777914,224900.0781,429245.3402,4,0
1958,52,36.46083412,127.2781089,224928.6204,429216.0071,3,0
1958,127,36.46125532,127.277658,224888.1387,429262.8537,3,0
1959,21,36.46091126,127.2780663,224924.7107,429224.7235,2,0
1959,39,36.4610841,127.2778037,224901.1786,429243.9362,4,0
1959,52,36.46081861,127.278123,224929.7521,429214.4875,3,0
1959,127,36.4612437,127.2776712,224889.2918,429261.6039,3,0
1960,21,36.46089557,127.2780814,224926.0662,429222.9351,2,0
1960,39,36.46107135,127.2778164,224902.319,429242.4433,4,0
1960,52,36.46080448,127.278136,224930.9887,429212.8255,3,0
1960,127,36.46123197,127.2776844,224890.4763,429260.3124,3,0
1961,21,36.46087866,127.2780967,224927.3782,429221.1939,3,1
1961,39,36.46105744,127.2778294,224903.4661,429240.9886,4,0
1961,52,36.46078909,127.2781501,224932.1654,429211.2249,3,0
1961,127,36.46122032,127.2776975,224891.6569,429259.0187,3,0
1962,21,36.4608641,127.2781101,224928.7123,429219.4025,2,1
1962,39,36.46104468,127.277842,224904.6407,429239.4619,4,0
1962,52,36.46077525,127.2781623,224933.3215,429209.6491,3,0
1962,127,36.46120863,127.2777106,224892.872,429257.6858,3,0
1963,21,36.46084704,127.2781259,224930.0199,429217.6691,3,1
1963,39,36.46102998,127.2778556,224905.8248,429237.9712,4,0
1963,52,36.46076178,127.2781745,224934.4323,429208.0874,3,0
1963,127,36.46119584,127.277725,224894.0866,429256.3492,3,0
1964,21,36.46083171,127.2781403,224931.4574,429215.8266,3,0
1964,39,36.46101705,127.2778689,224907.0295,429236.4424,4,0
1964,52,36.46074678,127.2781872,224935.5883,429206.5097,3,0
1964,127,36.46118409,127.2777381,224895.2986,429255.0079,3,0
1965,21,36.46081419,127.2781581,224932.7696,429214.1428,3,0
1965,39,36.46100326,127.2778822,224908.1788,429234.9948,4,0
1965,52,36.4607325,127.2782008,224936.7186,429204.9837,3,0
1965,127,36.46117228,127.2777511,224896.4674,429253.702,3,0
1966,21,36.46080143,127.2781697,224934.1929,429212.3531,3,0
1966,39,36.46099076,127.2778939,224909.3528,429233.4756,4,0
1966,52,36.46072044,127.2782122,224937.7855,429203.6146,3,0
1966,127,36.46116045,127.277764,224897.6624,429252.3536,3,0
1967,21,36.46078323,127.2781878,224935.5211,429210.6772,3,0
1967,39,36.46097588,127.2779081,224910.4989,429232.0174,4,0
1967,52,36.46070967,127.2782227,224938.7478,429202.3779,3,0
1967,127,36.46114754,127.2777779,224898.8514,429251.0027,3,0
1968,21,36.46076879,127.2782024,224937.0183,429208.8595,3,0
1968,39,36.46096374,127.2779204,224911.6688,429230.5376,4,0
1968,52,36.46069897,127.2782329,224939.7869,429201.1108,3,0
1968,127,36.46113566,127.2777907,224900.004,429249.6892,3,0
1969,21,36.4607522,127.2782197,224938.4546,429207.1742,3,0
1969,39,36.46095066,127.277933,224912.7962,429229.1485,4,0
1969,52,36.46068609,127.2782469,224940.9599,429199.7017,3,0
1969,127,36.46112485,127.2778024,224901.1173,429248.4158,3,0
1970,21,36.46073758,127.2782358,224940.0135,429205.4314,3,0
1970,39,36.46093824,127.2779457,224913.9557,429227.7594,4,0
1970,52,36.46067149,127.2782619,224942.2046,429198.2999,3,0
1970,127,36.46111303,127.2778151,224902.2273,429247.1407,3,0
1971,6,36.46071369,127.2781742,224934.2852,429202.9926,4,0
1971,21,36.46072159,127.2782544,224941.5165,429203.7922,3,0
1971,39,36.4609261,127.2779591,224915.138,429226.3758,4,0
1971,52,36.46066099,127.2782744,224943.3939,429196.9737,3,0
1971,127,36.4611011,127.2778278,224903.3685,429245.8239,3,0
1972,6,36.46070594,127.2781832,224935.3313,429201.8973,4,0
1972,21,36.4607078,127.2782698,224943.0984,429202.1032,2,1
