프레임 인덱스,차량 ID,위도,경도,East (TM 좌표),North (TM 좌표),차선,차선변경여부
2940,127,36.46054117,127.2784151,224956.1297,429183.9157,3,0
2941,127,36.46053103,127.2784256,224957.1983,429182.6458,3,0
2942,127,36.46051889,127.2784381,224958.2329,429181.4136,3,0
2943,127,36.46050778,127.2784496,224959.2964,429180.146,3,0
2944,127,36.46049668,127.2784611,224960.3645,429178.8725,3,0
2945,127,36.46048438,127.2784737,224961.431,429177.6001,3,0
2946,127,36.4604733,127.2784852,224962.4973,429176.3266,3,0
2947,127,36.46046216,127.2784966,224963.5566,429175.0604,3,0
2948,127,36.46045007,127.2785091,224964.6157,429173.7944,3,0
2949,127,36.46043899,127.2785205,224965.6726,429172.5294,3,0
2950,127,36.46042788,127.2785319,224966.7352,429171.2564,3,0
2951,127,36.46041557,127.2785445,224967.8283,429169.9474,3,0
2952,127,36.46040351,127.2785569,224968.9213,429168.64,3,0
2953,127,36.46039245,127.2785683,224969.9751,429167.3796,3,0
2954,127,36.46038142,127.2785797,224971.0354,429166.1102,3,0
2955,127,36.46036911,127.2785923,224972.0961,429164.8404,3,0
2956,127,36.46035804,127.2786037,224973.1885,429163.5329,3,0
2957,127,36.46034598,127.2786161,224974.2421,429162.2717,3,0
2958,127,36.46033494,127.2786275,224975.2953,429161.0119,3,0
2959,127,36.4603239,127.2786388,224976.3551,429159.7433,3,0
2960,127,36.4603116,127.2786514,224977.4149,429158.4733,3,0
2961,127,36.46030052,127.2786628,224978.5047,429157.1651,3,0
2962,127,36.46028845,127.2786752,224979.5573,429155.9021,3,0
2963,127,36.46027738,127.2786865,224980.6472,429154.5941,3,0
2964,127,36.46026508,127.2786991,224981.7081,429153.3226,3,0
2965,127,36.46025399,127.2787106,224982.7697,429152.0505,3,0
2966,127,36.46024291,127.2787219,224983.8259,429150.7867,3,0
2967,127,36.46023083,127.2787344,224984.8826,429149.5225,3,0
2968,127,36.46021973,127.2787458,224985.9402,429148.2578,3,0
2969,127,36.46020863,127.2787572,224986.9669,429147.0302,3,0
2970,127,36.46019756,127.2787686,224988.0317,429145.7582,3,0
2971,127,36.46018526,127.2787813,224989.0975,429144.486,3,0
2972,127,36.46017415,127.2787928,224990.1646,429143.2124,3,0
2973,127,36.46016304,127.2788042,224991.195,429141.9818,3,0
2974,127,36.46015191,127.2788157,224992.2254,429140.7526,3,0
2975,127,36.46014084,127.2788271,224993.2557,429139.527,3,0
2976,127,36.46012983,127.2788386,224994.2855,429138.3055,3,0
2977,127,36.46011881,127.27885,224995.3464,429137.0491,3,0
2978,127,36.46010679,127.2788625,224996.4072,429135.7932,3,0
2979,127,36.46009579,127.278874,224997.4658,429134.5389,3,0
2980,127,36.46008481,127.2788853,224998.4912,429133.3231,3,0
2981,127,36.46007384,127.2788967,224999.5526,429132.063,3,0
2982,127,36.46006164,127.2789094,225000.6134,429130.8034,3,0
2983,127,36.46005068,127.2789207,225001.6737,429129.5445,3,0
2984,127,36.46003973,127.2789321,225002.7252,429128.2953,3,0
2985,127,36.46002779,127.2789444,225003.7762,429127.0463,3,0
2986,127,36.46001683,127.2789558,225004.8637,429125.7537,3,0
2987,127,36.4600047,127.2789683,225005.9498,429124.4624,3,0
2988,127,36.45999279,127.2789807,225007.0347,429123.1726,3,0
2989,127,36.45998188,127.2789919,225008.1189,429121.8825,3,0
2990,127,36.45996973,127.2790045,225009.2033,429120.591,3,0
2991,127,36.45995779,127.2790168,225010.2877,429119.2985,3,0
2992,127,36.45994685,127.2790281,225011.3715,429118.0058,3,0
2993,127,36.4599347,127.2790407,225012.4567,429116.714,3,0
2994,41,36.45984257,127.2791861,225025.4873,429106.5094,2,0
2994,127,36.45992278,127.279053,225013.5803,429115.3783,3,0
2995,41,36.45982745,127.2792019,225027.0204,429104.6617,2,0
2995,127,36.45991065,127.2790656,225014.6975,429114.0511,3,0
2996,41,36.45980831,127.2792209,225028.546,429102.8236,2,0
2996,127,36.45989873,127.2790779,225015.8203,429112.7174,3,0
2997,41,36.4597928,127.2792371,225030.1831,429100.8507,2,0
2997,127,36.45988664,127.2790905,225016.9347,429111.3935,3,0
2998,41,36.45977402,127.2792566,225031.7895,429098.9376,2,0
2998,127,36.45987478,127.2791028,225018.087,429110.0251,3,0
2999,41,36.45975649,127.2792745,225033.5275,429096.857,2,0
2999,127,36.45986165,127.2791163,225019.2412,429108.6542,3,0
3000,41,36.45973646,127.2792951,225035.2095,429094.8344,2,0
3000,127,36.45984949,127.279129,225020.3962,429107.281,3,0
3001,41,36.45971925,127.2793127,225036.9693,429092.7173,2,0
3001,127,36.45983756,127.2791413,225021.5483,429105.9081,3,0
3002,41,36.45969917,127.2793333,225038.5971,429090.7604,2,0
3002,127,36.45982444,127.2791548,225022.6593,429104.5802,3,0
3003,41,36.45968347,127.2793495,225040.3594,429088.6504,2,0
3003,53,36.45969906,127.2792358,225030.1335,429090.4273,4,0
3003,127,36.4598135,127.279166,225023.8075,429103.2066,3,0
3004,41,36.45966212,127.2793716,225042.0054,429086.6878,2,0
3004,53,36.45968201,127.2792534,225031.4578,429088.847,4,0
3004,127,36.45980034,127.2791796,225024.8898,429101.913,3,0
3005,41,36.45964602,127.2793883,225043.8152,429084.535,2,0
3005,53,36.45966892,127.279267,225032.948,429087.1044,4,0
3005,127,36.45978939,127.2791909,225026.04,429100.5386,3,0
3006,41,36.45962518,127.2794099,225045.4896,429082.5457,2,0
3006,53,36.45965185,127.2792856,225034.3831,429085.4288,4,0
3006,127,36.45977625,127.2792044,225027.1877,429099.1668,3,0
3007,41,36.45960825,127.2794275,225047.2586,429080.4756,2,0
3007,53,36.45963662,127.2793013,225035.8991,429083.6882,4,0
3007,127,36.45976316,127.2792179,225028.3332,429097.7963,3,0
3008,41,36.45958997,127.2794473,225048.9325,429078.5192,2,0
3008,53,36.45962177,127.2793176,225037.3577,429081.9845,4,0
3008,127,36.45975224,127.2792291,225029.4777,429096.4281,3,0
3009,41,36.4595722,127.2794658,225050.7513,429076.4219,2,0
3009,53,36.4596057,127.2793343,225038.8917,429080.1909,4,0
3009,127,36.45973918,127.2792425,225030.5912,429095.0981,3,0
3010,41,36.45955146,127.2794882,225052.5029,429074.3707,2,0
3010,53,36.45958805,127.2793525,225040.3854,429078.4118,4,0
3010,127,36.45972712,127.279255,225031.7344,429093.7325,3,0
3011,41,36.45953443,127.2795058,225054.2679,429072.3037,2,0
3011,53,36.45957359,127.2793675,225041.8658,429076.6493,4,0
3011,127,36.45971524,127.2792672,225032.8112,429092.4475,3,0
3012,41,36.45951623,127.2795247,225055.8732,429070.3965,2,0
3012,53,36.45955797,127.2793837,225043.2963,429074.9483,4,0
3012,127,36.45970435,127.2792785,225033.9183,429091.1282,3,0
3013,41,36.45949982,127.2795418,225057.5828,429068.3689,2,0
3013,53,36.45954198,127.2794003,225044.7772,429073.1902,4,0
3013,127,36.45969137,127.2792919,225034.9949,429089.8471,3,0
3014,41,36.45947953,127.2795629,225059.2212,429066.4265,2,0
3014,53,36.45952597,127.2794169,225046.2406,429071.4533,4,0
3014,127,36.45968052,127.2793031,225036.1072,429088.5233,3,0
3015,41,36.45946363,127.2795794,225060.9805,429064.3332,2,0
3015,53,36.45951093,127.2794325,225047.7448,429069.6628,4,0
3015,127,36.45966848,127.2793156,225037.1819,429087.2426,3,0
3016,41,36.45944314,127.2796006,225062.6128,429062.3845,2,0
3016,53,36.45949348,127.2794505,225049.2302,429067.8911,4,0
3016,127,36.45965666,127.2793278,225038.2938,429085.9184,3,0
3017,41,36.45942676,127.2796174,225064.3555,429060.3323,2,0
3017,53,36.45947799,127.2794665,225050.7165,429066.115,4,0
3017,127,36.45964463,127.2793402,225039.3678,429084.6386,3,0
3018,41,36.45940807,127.2796376,225065.964,429058.4408,2,0
3018,53,36.45946283,127.2794821,225052.1221,429064.4354,4,0
3018,127,36.45963379,127.2793514,225040.4409,429083.3592,3,0
3019,41,36.45939192,127.2796543,225067.6947,429056.4079,2,0
3019,53,36.45944799,127.2794974,225053.6091,429062.6605,4,0
3019,127,36.45962199,127.2793635,225041.5127,429082.0789,3,0
3020,41,36.45937171,127.2796752,225069.3208,429054.4712,2,0
3020,53,36.45942992,127.2795161,225055.0739,429060.9146,4,0
3020,127,36.45960994,127.2793759,225042.6147,429080.763,3,0
3021,41,36.45935562,127.2796919,225070.9581,429052.5238,2,0
3021,53,36.45941554,127.279531,225056.5097,429059.2057,4,0
3021,127,36.45959813,127.2793881,225043.6874,429079.4838,3,0
3022,41,36.45933919,127.2797089,225072.609,429050.5611,2,0
3022,53,36.45940171,127.2795454,225057.919,429057.5294,4,0
3022,127,36.45958732,127.2793993,225044.7606,429078.2056,3,0
3023,41,36.45931857,127.2797304,225074.2775,429048.6127,2,0
3023,53,36.45938452,127.2795632,225059.3294,429055.8533,4,0
3023,127,36.4595753,127.2794117,225045.8338,429076.9268,3,0
3024,41,36.45930287,127.2797476,225076.0523,429046.5446,2,0
3024,53,36.45937015,127.2795781,225060.888,429054.0372,4,0
3024,127,36.45956348,127.2794239,225046.9429,429075.6045,3,0
3025,41,36.45928319,127.2797682,225077.6742,429044.6633,2,0
3025,53,36.45935252,127.2795974,225062.3735,429052.3109,4,0
3025,127,36.45955148,127.2794363,225048.0437,429074.2909,3,0
3026,41,36.45926762,127.2797845,225079.423,429042.6333,2,0
3026,53,36.45933777,127.2796128,225063.9723,429050.4514,4,0
3026,127,36.4595397,127.2794485,225049.1498,429072.971,3,0
3027,41,36.4592479,127.2798061,225081.0599,429040.7398,2,0
3027,53,36.45931979,127.2796315,225065.4429,429048.7145,4,0
3027,127,36.45952771,127.2794608,225050.2502,429071.659,3,0
3028,41,36.45923192,127.2798229,225082.8291,429038.6907,2,0
3028,53,36.45930548,127.2796465,225066.9653,429046.918,4,0
3028,127,36.45951593,127.279473,225051.3225,429070.3835,3,0
3029,41,36.45921214,127.2798436,225084.4308,429036.7989,2,0
3029,53,36.45928912,127.2796636,225068.4047,429045.2153,4,0
3029,127,36.45950513,127.2794842,225052.3959,429069.1085,3,0
3030,41,36.45919667,127.2798595,225086.1572,429034.7418,2,0
3030,53,36.45927367,127.2796795,225069.9305,429043.3989,4,0
3030,127,36.45949315,127.2794966,225053.4678,429067.8354,3,0
3031,41,36.45917622,127.2798805,225087.7509,429032.8267,2,0
3031,53,36.45925629,127.2796974,225071.4195,429041.6164,4,0
3031,127,36.45948143,127.2795088,225054.5751,429066.52,3,0
3032,41,36.45916028,127.2798968,225089.3577,429030.8901,2,0
3032,53,36.45924084,127.2797133,225072.8684,429039.877,4,0
3032,127,36.45946948,127.2795211,225055.6437,429065.2486,3,0
3033,41,36.45914423,127.2799132,225090.964,429028.953,2,0
3033,53,36.45922656,127.2797279,225074.3278,429038.0917,4,0
3033,127,36.4594587,127.2795323,225056.712,429063.9769,3,0
3034,41,36.45912377,127.2799342,225092.5981,429026.9857,2,0
3034,53,36.45920794,127.2797461,225075.7741,429036.3228,4,0
3034,127,36.45944696,127.2795444,225057.7788,429062.7043,3,0
3035,41,36.45910701,127.2799514,225094.3852,429024.844,2,0
3035,53,36.45919293,127.2797616,225077.3456,429034.4095,4,0
3035,127,36.459435,127.2795567,225058.8742,429061.3972,3,0
3036,41,36.45908624,127.2799729,225095.9986,429022.9199,2,0
3036,53,36.45917475,127.2797804,225078.7713,429032.7091,4,0
3036,127,36.45942328,127.2795688,225059.9384,429060.1275,3,0
3037,41,36.45907167,127.279988,225097.7498,429020.8442,2,0
3037,53,36.45916189,127.2797937,225080.3202,429030.8705,4,0
3037,127,36.45941255,127.2795799,225061.0012,429058.8606,3,0
3038,41,36.45905081,127.2800099,225099.3247,429018.9839,2,0
3038,53,36.45914315,127.2798133,225081.7458,429029.1827,4,0
3038,127,36.45940066,127.2795922,225062.033,429057.6317,3,0
3039,41,36.45903587,127.2800255,225101.1197,429016.8969,2,0
3039,53,36.45912904,127.279828,225083.3484,429027.2858,4,0
3039,127,36.45938997,127.2796032,225063.093,429056.3681,3,0
3040,41,36.45901516,127.280048,225102.7306,429015.0301,2,0
3040,53,36.45911052,127.2798473,225084.78,429025.593,4,0
3040,127,36.45937831,127.2796152,225064.1157,429055.149,3,0
3041,41,36.45900026,127.2800636,225104.393,429013.1347,2,0
3041,53,36.4590973,127.2798611,225086.2472,429023.8581,4,0
3041,127,36.45936762,127.2796263,225065.1739,429053.8876,3,0
3042,41,36.45898454,127.280081,225106.0523,429011.2123,2,0
3042,53,36.45908205,127.279877,225087.7163,429022.155,4,0
3042,127,36.45935579,127.2796385,225066.2314,429052.6286,3,0
3043,41,36.45896311,127.2801034,225107.7115,429009.2919,2,0
3043,53,36.45906439,127.2798963,225089.185,429020.4535,4,0
3043,127,36.45934419,127.2796505,225067.2879,429051.3707,3,0
3044,41,36.45894826,127.2801191,225109.5042,429007.1837,2,0
3044,53,36.45905122,127.2799101,225090.7355,429018.6569,4,0
3044,127,36.45933353,127.2796615,225068.3449,429050.1127,3,0
3045,41,36.45892747,127.2801408,225111.0924,429005.318,2,0
3045,53,36.4590334,127.2799287,225092.1305,429016.9803,4,0
3045,127,36.4593217,127.2796738,225069.372,429048.8899,3,0
3046,41,36.45891259,127.2801564,225112.8538,429003.239,2,0
3046,53,36.45901899,127.2799429,225093.6729,429015.1244,4,0
3046,127,36.45931105,127.2796848,225070.4293,429047.6337,3,0
3047,41,36.45889197,127.2801779,225114.4159,429001.3473,2,0
3047,53,36.45900096,127.2799616,225095.1419,429013.3456,4,0
3047,127,36.45929949,127.2796968,225071.4865,429046.3795,3,0
3048,41,36.45887624,127.280193,225116.0262,428999.3813,2,0
3048,53,36.45898523,127.2799778,225096.6367,429011.5573,4,0
3048,127,36.4592877,127.279709,225072.5732,429045.0907,3,0
3049,41,36.45885935,127.2802102,225117.6376,428997.4024,2,0
3049,53,36.45897055,127.2799928,225098.1338,429009.7575,4,0
3049,127,36.45927612,127.279721,225073.665,429043.7925,3,0
3050,41,36.45883839,127.2802317,225119.3246,428995.367,2,0
3050,53,36.45895222,127.2800116,225099.6095,429007.9826,4,0
3050,127,36.45926431,127.2797332,225074.7477,429042.5025,3,0
3051,41,36.45882113,127.2802493,225121.1165,428993.2094,2,0
3051,53,36.45893716,127.280027,225101.1763,429006.1007,4,0
3051,127,36.45925275,127.2797451,225075.7994,429041.2481,3,0
3052,41,36.45880094,127.28027,225122.7707,428991.1815,2,0
3052,53,36.4589196,127.2800451,225102.6351,429004.3464,4,0
3052,127,36.45924213,127.2797561,225076.8513,429039.9943,3,0
3053,41,36.45878348,127.2802869,225124.5197,428989.0407,2,0
3053,53,36.45890471,127.2800603,225104.2157,429002.4475,4,0
3053,127,36.45923033,127.2797683,225077.9047,429038.7398,3,0
3054,53,36.45888574,127.2800798,225105.726,429000.6331,4,0
3054,127,36.45921875,127.2797803,225078.9943,429037.4417,3,0
3055,53,36.45887046,127.2800955,225107.3667,428998.6984,4,0
3055,127,36.45920695,127.2797924,225080.0756,429036.1519,3,0
3056,53,36.45885232,127.2801151,225108.8562,428996.9437,4,0
3056,127,36.45919538,127.2798043,225081.1257,429034.8981,3,0
3057,53,36.45883822,127.2801295,225110.3479,428995.2179,4,0
3057,127,36.45918477,127.2798153,225082.1763,429033.6445,3,0
3058,53,36.45882372,127.2801453,225111.811,428993.4993,4,0
3058,127,36.45917297,127.2798275,225083.1986,429032.4257,3,0
3059,53,36.45880578,127.2801639,225113.3144,428991.7807,4,0
3059,127,36.45916235,127.2798384,225084.2497,429031.1711,3,0
3060,53,36.45879168,127.2801797,225114.9622,428989.9124,4,0
3060,127,36.45915077,127.2798503,225085.2988,429029.9171,3,0
3061,53,36.45877313,127.2802003,225116.5122,428988.2081,4,0
3061,127,36.45913899,127.2798624,225086.3466,429028.6639,3,0
3062,53,36.45875962,127.2802157,225118.228,428986.3158,4,0
3062,127,36.45912839,127.2798734,225087.3964,429027.4116,3,0
3063,33,36.45902801,127.2800221,225100.5125,429016.4975,2,0
3063,53,36.45874044,127.280237,225119.8222,428984.5379,4,0
3063,127,36.45911683,127.2798853,225088.4485,429026.1601,3,0
3064,33,36.45901159,127.2800393,225102.3274,429014.3923,2,0
3064,53,36.45872498,127.2802536,225121.5539,428982.6305,4,0
3064,127,36.45910507,127.2798975,225089.5016,429024.9089,3,0
3065,33,36.45899247,127.2800593,225103.9662,429012.4652,2,0
3065,53,36.45870797,127.2802735,225123.0967,428980.9454,4,0
3065,127,36.45909448,127.2799085,225090.5556,429023.6582,3,0
3066,33,36.45897583,127.2800768,225105.6055,429010.5364,2,0
3066,53,36.4586948,127.2802885,225124.5968,428979.3046,4,0
3066,127,36.45908294,127.2799205,225091.6103,429022.4065,3,0
3067,33,36.45895936,127.280094,225107.2727,429008.5764,2,0
3067,53,36.45868054,127.2803036,225126.0395,428977.6973,4,0
3067,127,36.45907115,127.2799327,225092.666,429021.1554,3,0
3068,33,36.45893939,127.280115,225108.8812,429006.6563,2,0
3068,53,36.45866444,127.2803217,225127.4894,428976.0496,4,0
3068,127,36.45906057,127.2799437,225093.6922,429019.9419,3,0
3069,33,36.45892384,127.2801305,225110.6194,429004.5868,2,0
