프레임 인덱스,차량 ID,위도,경도,East (TM 좌표),North (TM 좌표),차선,차선변경여부
2371,59,36.46202139,127.276846,224814.9179,429347.5532,1,0
2371,127,36.46245744,127.2763958,224774.5894,429395.9573,1,0
2372,59,36.46200511,127.2768623,224816.3981,429345.8398,1,0
2372,127,36.4624444,127.2764094,224775.7958,429394.5303,1,0
2373,59,36.46199058,127.2768786,224817.8231,429344.1469,1,0
2373,127,36.46243158,127.2764227,224777.0083,429393.0937,1,0
2374,59,36.46197553,127.2768935,224819.2926,429342.4617,1,0
2374,127,36.46241851,127.2764363,224778.1814,429391.7032,1,0
2375,59,36.46195946,127.2769114,224820.7451,429340.7603,1,0
2375,127,36.46240672,127.2764485,224779.3552,429390.3113,1,0
2376,59,36.46194449,127.276927,224822.2683,429339.0349,1,0
2376,127,36.46239386,127.2764619,224780.5297,429388.9185,1,0
2377,59,36.46192879,127.2769444,224823.7071,429337.334,1,0
2377,127,36.46238077,127.2764754,224781.7365,429387.4849,1,0
2378,59,36.46191338,127.2769594,224825.1767,429335.5906,1,0
2378,127,36.46236787,127.2764888,224782.9479,429386.0414,1,0
2379,59,36.46189726,127.2769761,224826.6501,429333.8102,1,0
2379,127,36.46235474,127.2765023,224784.149,429384.6035,1,0
2380,59,36.46188057,127.2769935,224828.1259,429332.0977,1,0
2380,127,36.4623418,127.2765155,224785.3155,429383.2026,1,0
2381,59,36.461867,127.2770087,224829.6607,429330.3499,4,0
2381,127,36.46232991,127.2765277,224786.483,429381.7995,1,0
2382,59,36.46184992,127.2770273,224831.1069,429328.7165,4,0
2382,127,36.46231671,127.2765412,224787.6519,429380.3961,1,0
2383,59,36.46183632,127.2770418,224832.684,429326.9756,4,0
2383,127,36.46230377,127.2765545,224788.8209,429378.9932,1,0
2384,59,36.46181984,127.2770613,224834.1876,429325.3097,4,0
2384,127,36.46229189,127.2765667,224789.9895,429377.5905,1,0
2385,59,36.46180479,127.2770775,224835.8407,429323.5508,4,0
2385,127,36.4622787,127.2765802,224791.1562,429376.1855,1,0
2386,59,36.46178868,127.277097,224837.3682,429321.9072,4,0
2386,127,36.4622657,127.2765934,224792.3203,429374.781,1,0
2387,127,36.46225383,127.2766055,224793.4833,429373.3751,1,0
2388,127,36.4622406,127.276619,224794.6482,429371.9704,1,0
2389,127,36.46222763,127.2766323,224795.8187,429370.5665,1,0
2390,127,36.46221578,127.2766445,224796.9932,429369.1666,1,0
2391,127,36.46220267,127.2766581,224798.1676,429367.7707,1,0
2392,127,36.4621898,127.2766714,224799.34,429366.3764,1,0
2393,127,36.462178,127.2766836,224800.5132,429364.9816,1,0
2394,127,36.46216487,127.2766973,224801.6906,429363.5866,1,0
2395,127,36.462152,127.2767107,224802.8733,429362.1936,1,0
2396,127,36.46214024,127.2767231,224804.0595,429360.8058,1,0
2397,127,36.46212726,127.2767368,224805.2496,429359.4221,1,0
2398,127,36.4621145,127.2767504,224806.4434,429358.0404,1,0
2399,127,36.4621028,127.2767629,224807.6429,429356.6587,1,0
2400,127,36.46208981,127.2767769,224808.8144,429355.3154,1,0
2401,127,36.46207809,127.2767895,224810.0244,429353.9334,1,0
2402,127,36.46206534,127.2768033,224811.1949,429352.6,1,0
2403,127,36.46205367,127.2768159,224812.408,429351.2225,1,0
2404,127,36.46204076,127.2768299,224813.5893,429349.8853,1,0
2405,127,36.4620291,127.2768427,224814.8099,429348.5085,1,0
2406,127,36.46201636,127.2768566,224815.9922,429347.1767,1,0
2407,127,36.46200466,127.2768694,224817.2182,429345.7963,1,0
2408,127,36.46199169,127.2768836,224818.4108,429344.4551,1,0
2409,127,36.46198,127.2768964,224819.6406,429343.0755,1,0
2410,127,36.46196727,127.2769104,224820.8306,429341.743,1,0
2411,127,36.46195557,127.2769233,224822.0221,429340.4098,1,0
2412,127,36.46194387,127.2769362,224823.1806,429339.1159,1,0
2413,127,36.4619322,127.2769491,224824.341,429337.8226,1,0
2414,127,36.46192052,127.276962,224825.5035,429336.5295,1,0
2415,127,36.46190882,127.2769749,224826.668,429335.2352,1,0
2416,127,36.46189712,127.2769879,224827.8336,429333.94,1,0
2417,127,36.46188541,127.2770009,224829.0431,429332.5972,1,0
