x,y,evt,status
-2.677850993546551,-1.9961714413760603,0,True
-2.677850993546551,-1.9608784526671468,1,True
-2.7203835696829324,-1.9608784526671468,1,True
-2.7203835696829324,-1.9255854639582346,1,True
-2.677850993546551,-1.8902924752493235,1,True
-2.677850993546551,-1.8197064978314992,1,True
-2.677850993546551,-1.7844135091225868,1,True
-2.677850993546551,-1.7491205204136768,1,True
-2.677850993546551,-1.7844135091225868,1,True
-2.677850993546551,-1.7844135091225868,1,True
-2.6353184174101694,-1.7844135091225868,1,True
-2.677850993546551,-1.7844135091225868,1,True
-2.677850993546551,-1.7844135091225868,1,True
-2.677850993546551,-1.8197064978314992,1,True
-2.677850993546551,-1.8549994865404114,1,True
-2.677850993546551,-1.8549994865404114,1,True
-2.6353184174101694,-1.8197064978314992,1,True
-2.6353184174101694,-1.8549994865404114,1,True
-2.5927858412737894,-1.8549994865404114,1,True
-2.5927858412737894,-1.8902924752493235,1,True
-2.5927858412737894,-1.8902924752493235,1,True
-2.5927858412737894,-1.8902924752493235,1,True
-2.5927858412737894,-1.8902924752493235,1,True
-2.5502532651374077,-1.8902924752493235,1,True
-2.5502532651374077,-1.8902924752493235,1,True
-2.5502532651374077,-1.8902924752493235,1,True
-2.5502532651374077,-1.8549994865404114,1,True
-2.5077206890010264,-1.8549994865404114,1,True
-2.5502532651374077,-1.8549994865404114,1,True
-2.5502532651374077,-1.8549994865404114,1,True
-2.5502532651374077,-1.8902924752493235,1,True
-2.5502532651374077,-1.8549994865404114,1,True
-2.5927858412737894,-1.8197064978314992,1,True
-2.5927858412737894,-1.7844135091225868,1,True
-2.5927858412737894,-1.7844135091225868,1,True
-2.5927858412737894,-1.7844135091225868,1,True
-2.5927858412737894,-1.7491205204136768,1,True
-2.5927858412737894,-1.7491205204136768,1,True
-2.5927858412737894,-1.7138275317047624,1,True
-2.5927858412737894,-1.7138275317047624,1,True
-2.5927858412737894,-1.7138275317047624,1,True
-2.5502532651374077,-1.7138275317047624,1,True
-2.5927858412737894,-1.7491205204136768,1,True
-2.5502532651374077,-1.7491205204136768,1,True
-2.5927858412737894,-1.7491205204136768,1,True
-2.5927858412737894,-1.7138275317047624,1,True
-2.5502532651374077,-1.7138275317047624,1,True
-2.5927858412737894,-1.6785345429958514,1,True
-2.5927858412737894,-1.6785345429958514,1,True
-2.5927858412737894,-1.6432415542869392,1,True
-2.6353184174101694,-1.607948565578027,1,True
-2.6353184174101694,-1.5726555768691157,1,True
-2.6353184174101694,-1.5726555768691157,1,True
-2.677850993546551,-1.5726555768691157,1,True
-2.6353184174101694,-1.5373625881602047,1,True
-2.677850993546551,-1.5373625881602047,2,True
-2.677850993546551,-1.5020695994512925,2,True
-2.5927858412737894,-1.5020695994512925,2,True
-2.4226555367282647,-1.5020695994512925,2,True
-2.1249275037735966,-1.4667766107423803,2,True
-1.7846668946825484,-1.3961906333245557,2,True
-1.4018737094551186,-1.255018678488907,2,True
-0.9765479480913086,-1.1138467236532603,2,True
-0.42362445831835316,-1.0079677575265247,2,True
-0.04083127309092786,-0.866795802690877,2,True
0.2994293360001215,-0.7609168365641414,2,True
0.5546247928184079,-0.6550378704374059,3,True
0.6822225212275512,-0.5844518930195826,3,True
0.8098202496366944,-0.5138659156017581,3,True
0.8523528257730748,-0.5491589043106704,3,True
0.8948854019094573,-0.5491589043106704,3,True
0.8523528257730748,-0.5491589043106704,3,True
0.8523528257730748,-0.5138659156017581,3,True
0.8948854019094573,-0.5138659156017581,3,True
0.9374179780458377,-0.5138659156017581,3,True
1.0224831303185984,-0.5138659156017581,3,True
1.065015706454981,-0.5138659156017581,1,True
1.1075482825913634,-0.5138659156017581,1,True
1.1075482825913634,-0.5491589043106704,1,True
1.1075482825913634,-0.5844518930195826,1,True
1.1075482825913634,-0.6197448817284915,1,True
1.1075482825913634,-0.6197448817284915,1,True
1.1075482825913634,-0.6197448817284915,1,True
1.065015706454981,-0.6197448817284915,1,True
1.0224831303185984,-0.6550378704374059,1,True
0.9799505541822202,-0.690330859146317,1,True
0.9374179780458377,-0.6550378704374059,1,True
0.8948854019094573,-0.5491589043106704,1,True
0.8948854019094573,-0.4785729268928448,1,True
0.8523528257730748,-0.4432799381839326,1,True
0.8098202496366944,-0.4432799381839326,1,True
0.8098202496366944,-0.4079869494750204,1,True
0.8098202496366944,-0.37269396076611033,1,True
0.8098202496366944,-0.3021079833482859,1,True
0.7672876735003141,-0.3021079833482859,1,True
0.7672876735003141,-0.33740097205719927,1,True
0.8098202496366944,-0.33740097205719927,1,True
0.8523528257730748,-0.3021079833482859,1,True
0.8523528257730748,-0.2668149946393737,1,True
0.8523528257730748,-0.23152200593046368,1,True
0.8523528257730748,-0.23152200593046368,1,True
0.8523528257730748,-0.2668149946393737,1,True
0.8523528257730748,-0.2668149946393737,1,True
0.8523528257730748,-0.23152200593046368,1,True
0.8523528257730748,-0.19622901722155148,1,True
0.8098202496366944,-0.19622901722155148,1,True
0.8098202496366944,-0.16093602851263816,1,True
0.8098202496366944,-0.16093602851263816,1,True
0.8098202496366944,-0.12564303980372596,1,True
0.8098202496366944,-0.05505706238590482,1,True
0.8098202496366944,-0.0197640736769926,1,True
0.8098202496366944,-0.05505706238590482,1,True
0.8098202496366944,-0.09035005109481484,1,True
0.8523528257730748,-0.16093602851263816,1,True
0.8523528257730748,-0.23152200593046368,1,True
0.8948854019094573,-0.2668149946393737,1,True
0.9374179780458377,-0.3021079833482859,2,True
0.9799505541822202,-0.33740097205719927,2,True
