,N29121G
N06691U,0.028386863769657836
N06731X,0.01897368778314943
N06731Y,0.02708928019936806
N26151X,0.010668485137219824
N29121G,0.0
N29131B,0.08140222236488583
N29131C,0.02345810185630116
N29141A,0.02663111784809844
N29142H,0.08858035191022835
N29131F,0.0
