,N06731Y
N06691U,0.01903651515591998
N06731X,0.016472741063925316
N06731Y,0.0
N26151X,0.013950577940661317
N29121G,0.03416876094912566
N29131B,0.03347569634847329
N29131C,0.009037488082931248
N29141A,0.02029997955317483
N29142H,0.07485861356093876
N29131F,0.035360086189791765
