,N06731X
N06691U,0.02690351406717659
N06731X,0.0
N06731Y,0.029350207469681297
N26151X,0.0
N29121G,0.054840686896212014
N29131B,0.05607631833739103
N29131C,0.0310985609996773
N29141A,0.04350275891465202
N29142H,0.04442692993518652
N29131F,0.0516206720615533
