,N06691U
N06691U,0.0
N06731X,0.01830832431967937
N06731Y,0.09765922589279341
N26151X,0.031349395734794644
N29121G,0.02967176836455622
N29131B,0.043303838508928605
N29131C,0.02780804011898471
N29141A,0.03007413196831035
N29142H,0.08294462658667594
N29131F,0.028666526714921415
