,N06351L,N06411H,N06421A,N06421D,N06421E,N06421F,N06421G,N06431Y,N31111S,N31111U,N31111W
0,0.03120660669464235,0.026276738050437707,0.0,0.0,0.07306312119463827,0.013730725161849453,0.07516722012940492,0.01671681571445604,0.0,0.0,0.05106423275830209
1,0.021525756798936334,0.018182167835773075,0.0,0.005141428353277513,0.06997017753393758,0.009909250882975954,0.06619724487893847,0.012121857005008257,0.0,0.0,0.0501641580755515
2,0.016760813443139025,0.010962223389451565,0.0,0.0030365300710260006,0.06293217703004411,0.007011192539820854,0.04343637831196013,0.00849239788642487,0.0,0.0,0.03938928916887967
3,0.013813045382859625,0.008818664573919032,0.0,0.004781360391950445,0.049340303096853375,0.006135024227078041,0.037111075521470735,0.008152670880440326,0.0,0.0,0.0363456810364422
4,0.010867608011764696,0.006576696525052523,0.0,0.005325285812359303,0.04298334884258821,0.00595155478482034,0.032070489528169745,0.007849334439954222,0.0,0.0,0.03523907111425883
5,0.009803396090543155,0.005844748147030536,0.0,0.0,0.03636441337267434,0.005602404378979404,0.028793529923426694,0.008165164306235699,0.0,0.0,0.0334850322332533
6,0.01033443093955657,0.007685147667211359,0.0,0.0,0.03201731907492796,0.006213941047419772,0.027174568323861406,0.007934081965976864,0.0,0.0,0.03566003586530033
7,0.015974317404926684,0.012607824783774707,0.0,0.0,0.037879743834886404,0.007235081621772904,0.026572248874853183,0.010004709090165202,0.0,0.0,0.03732094722898742
8,0.017577657980970347,0.013167220747880641,0.0,0.0,0.03810399120282293,0.008260703020193565,0.02541538484060224,0.010251674954278645,0.0,0.0,0.036842648627366636
9,0.018430750598303385,0.013524346533677243,0.0,0.0,0.03736093974034615,0.009469744757905943,0.025427680109542317,0.01630051228897871,0.0,0.0,0.03748972100245436
10,0.025856360807532303,0.01873563287900236,0.0,0.0,0.040187203451472864,0.010814122188698021,0.02420060432800696,0.017627465182408396,0.0,0.0,0.0376166346080044
11,0.025085716206404547,0.018762887714775852,0.0,0.0,0.039542806882474996,0.01098456573467629,0.024477981070583167,0.01915041901651682,0.0,0.0,0.03774770688565851
