,N06351L,N06411H,N06421A,N06421D,N06421E,N06421F,N06421G,N06431Y,N31111S,N31111U,N31111W
0,0.03489668248171367,0.028460371146941325,0.02727907258577212,0.0077345065144399415,0.09571397528144136,0.004882555355979423,0.05552164588019626,0.015792236041311858,0.1795303364499735,0.08365546217294399,0.0
1,0.0208150792014216,0.017167304264129133,0.01680675329721034,0.004451555882280327,0.06621708324898765,0.004644655233718268,0.046574362284568516,0.013009147091362009,0.1302067345818877,0.07002696550666337,0.0
2,0.014775572313676526,0.009539696376930841,0.010261076718979268,0.0029924535653427847,0.04223078449101135,0.002277874575318825,0.023193807183176773,0.013571534748397713,0.08583102989731202,0.05603073192675367,0.0
3,0.017790994741600976,0.011843622783910848,0.008425704413732278,0.004867281510127643,0.031871878534819036,0.0016860376082388458,0.017930844540689005,0.013532873446823175,0.06476386034015849,0.04191606527693194,0.0
4,0.017803213797319157,0.011761760465064646,0.008311388604770474,0.006202632431388236,0.02902666369598503,0.0018662787404592016,0.015213809796757613,0.014160265828686035,0.05723003348237249,0.03604633540379258,0.0
5,0.018707085282889436,0.014004973192468443,0.0,0.0062984555403461165,0.02215432746042595,0.002074871115216421,0.01802620757190294,0.014517021428660341,0.049627297047362275,0.03397488866476845,0.0
6,0.019171648056450323,0.01575166683144881,0.0,0.008434799844996182,0.02354727550370533,0.0024553664046406036,0.017504322656735287,0.01730215189585597,0.049864495121019765,0.03161249245615728,0.0
7,0.02166020811970285,0.01675889341296213,0.0,0.009872502483233217,0.027386415851240624,0.005191978222500141,0.01766964434609776,0.020993200723430302,0.04919507761397257,0.025861821196800097,0.0
8,0.02299667036775848,0.020910696587364663,0.0,0.01424691522281515,0.03018590739791688,0.004922559210573661,0.017488002747212024,0.02186279410395933,0.05290919766228927,0.023346757244859833,0.0
9,0.024050113831927202,0.020451436377309496,0.0,0.015081037189218166,0.03199323254087544,0.005373598771361762,0.01768796511243567,0.023256828869582174,0.06032024272287039,0.022942646170534875,0.0
10,0.02373954500732508,0.02004806277233456,0.0,0.015277182016912411,0.03452475251626675,0.0062186760367976815,0.02208554323874471,0.026025814660965867,0.061180838952770475,0.021500768183841,0.0
11,0.027453474131705253,0.02493051021243331,0.0,0.017077160183994095,0.035257628307300046,0.006838157085611971,0.02705149898060854,0.025835042300003625,0.06255123322697503,0.019707732976601746,0.0
