,N06351L,N06411H,N06421A,N06421D,N06421E,N06421F,N06421G,N06431Y,N31111S,N31111U,N31111W
0,0.10936109568785696,0.0,0.0,0.021281034933848933,0.07144789128897734,0.05391812468024352,0.10512855659420017,0.05393934381602128,0.10908854682650637,0.0,0.049684704893338226
1,0.09616492793859932,0.0,0.06721864007208922,0.014945023893226807,0.05331487006815356,0.040428965299986415,0.09325996241701871,0.04382342630371888,0.07519331093485308,0.0,0.040314049645683685
2,0.08946186494463577,0.0,0.0,0.009371868252639188,0.0435593920317841,0.027660248859139765,0.06144535538942582,0.03251996962746585,0.04761669240972031,0.10576057531069058,0.030820692766560968
3,0.08236005414003139,0.0,0.0,0.008081989517955183,0.03371015535785658,0.02329746137734434,0.057393658973096444,0.03137295798138286,0.03703171686140422,0.08426730480516616,0.028542306817019334
4,0.07820169163153044,0.0,0.0,0.008646150078727934,0.03151010022527395,0.02253987641168637,0.053031951373700356,0.030250528646611107,0.03063764289498293,0.0759926287802761,0.026966644525804443
5,0.07344922008918625,0.0,0.0,0.016378784874395584,0.03280954321585793,0.025465871887103926,0.051126249184354086,0.03152863562364553,0.026538330354831722,0.07376828432486851,0.02853401895868075
6,0.07491621711408765,0.0,0.0,0.02385463142835367,0.031651829853460337,0.025500532722418756,0.04985897915368806,0.03262476349462357,0.025155686347547404,0.0702608015856275,0.02993270991661145
7,0.07463704946322162,0.0,0.0,0.026777666051242443,0.03359709501341369,0.02692830009821148,0.05039114264471677,0.038881861814109284,0.025954036008611788,0.06025832417548619,0.029762758261488137
8,0.07566286157682636,0.0,0.0,0.028232734357493516,0.034304366364133934,0.030472034511011922,0.05043910447690809,0.039373199829078394,0.02705594135883656,0.05534733449414532,0.031742796205500474
9,0.07583631465094182,0.0,0.0,0.02782300490671566,0.03400003702484045,0.03019821000264905,0.05188862216454853,0.04136202668406191,0.027782890122981206,0.05664089504854046,0.03230183532774469
10,0.07692323632518609,0.0,0.0,0.030344482039946847,0.034660083833103754,0.030680674017182507,0.054581817601614284,0.04334405646973779,0.02800053306564841,0.05382698298255915,0.034176790786225424
11,0.07780454919429089,0.0,0.0,0.03158831638228162,0.0348679906263509,0.031044916983343076,0.05568201143302462,0.04525730707264471,0.028590477950282907,0.051155134406765536,0.035457477538155036
