,cd
M_0108_0478_0479,0.004541292618768436
M_0308_0011,0.004789623955549835
M_0011_0308,0.015954564730064617
M_0323_0032,0.007032297210612192
M_0032_0323,0.009798479627702012
M_0039_0038,0.016321311824185423
M_0191_0852,0.01925143379305701
M_0852_0191,0.009890431676760894
M_0015_0159,0.0
M_0038_0037,0.014329334914291654
M_0037_0038,0.0063836813630582705
M_0037_0779_0039_U,0.011760895839271238
M_0191_0038,0.012735857903610903
M_0821_0159,0.00861248944296882
M_0038_0191,0.007048638786885397
M_0821_0190,0.017541484814409068
