,cd
M_0821_0159,0.008129536604724978
M_0821_0190,0.037314965531015175
M_0015_0159,0.02053717242674476
M_0852_0191,0.0
M_0191_0852,0.022050504918609284
M_0191_0038,0.02526818958204067
M_0038_0191,0.008068358268456494
M_0011_0308,0.01869341219703841
M_0308_0011,0.005322914657320647
M_0037_0779_0039_U,0.017188159779551276
M_0037_0038,0.012180190638115106
M_0038_0037,0.011031354713761642
M_0039_0038,0.022954744713908796
M_0323_0032,0.006575739904066679
M_0032_0323,0.012368915746155914
M_0108_0478_0479,0.004898457520168555
