,cd
M_0038_0037,0.010893601448135828
M_0037_0038,0.008040409627320607
M_0037_0779_0039_U,0.020281392865065095
M_0191_0038,0.01287623408674953
M_0038_0191,0.031048762964243103
M_0039_0038,0.02695994527525548
M_0191_0852,0.025840036661081405
M_0852_0191,0.011265778189030587
M_0308_0011,0.012967110410006479
M_0011_0308,0.03611966009270148
M_0821_0190,0.022338741310734007
M_0323_0032,0.003589397835850064
M_0821_0159,0.01087572100193509
M_0032_0323,0.01905478572338276
M_0015_0159,0.01119274662679282
M_0108_0478_0479,0.0
