,cd
M_0852_0191,0.018317906698204607
M_0191_0852,0.055379806697198004
M_0191_0038,0.014248482526988357
M_0038_0191,0.02276704769641313
M_0037_0779_0039_U,0.0
M_0037_0038,0.010933532530666833
M_0821_0190,0.03275032295236599
M_0038_0037,0.014442449623603814
M_0821_0159,0.017561820589625323
M_0308_0011,0.006013779751061825
M_0011_0308,0.025279373277478555
M_0015_0159,0.021085898571973773
M_0039_0038,0.042525358158856684
M_0323_0032,0.006192208817125101
M_0032_0323,0.026515349066041416
M_0108_0478_0479,0.006163256289933363
