,N06421G
N06351L,0.05307735066182104
N06411H,0.05568201143302462
N06421A,0.011655646107500209
N06421D,0.018120043893028584
N06421E,0.0214072499477077
N06421F,0.034433687018477994
N06421G,0.0
N06431Y,0.03353824403168917
N31111S,0.024477981070583167
N31111U,0.01799516322797529
N31111W,0.02705149898060854
