,N06431Y
N06351L,0.03258511884203058
N06411H,0.04525730707264471
N06421A,0.0
N06421D,0.04974128303429926
N06421E,0.014390371788901452
N06421F,0.049613410108065
N06421G,0.03421223562347857
N06431Y,0.0
N31111S,0.01915041901651682
N31111U,0.0
N31111W,0.025835042300003625
