,N06421E
N06351L,0.03573332366078287
N06411H,0.0348679906263509
N06421A,0.0
N06421D,0.02089549245086182
N06421E,0.0
N06421F,0.020348081707896846
N06421G,0.04050328531813896
N06431Y,0.029253484527229718
N31111S,0.039542806882474996
N31111U,0.016759214646739674
N31111W,0.035257628307300046
