,N06421F
N06351L,0.019583824587993792
N06411H,0.031044916983343076
N06421A,0.0
N06421D,0.022233436856645805
N06421E,0.005907754768549568
N06421F,0.0
N06421G,0.013759320392131054
N06431Y,0.028485767992539563
N31111S,0.01098456573467629
N31111U,0.0
N31111W,0.006838157085611971
