,N31111W
N06351L,0.03808631563654614
N06411H,0.035457477538155036
N06421A,0.0048043097687914165
N06421D,0.010401658898667737
N06421E,0.0
N06421F,0.02408285095953685
N06421G,0.025562048195516267
N06431Y,0.029304504640767226
N31111S,0.03774770688565851
N31111U,0.02048911556881996
N31111W,0.0
