,N06421G
N06351L,0.058241537955845656
N06411H,0.057393658973096444
N06421A,0.00938380114490901
N06421D,0.012293053888313631
N06421E,0.02469675901321644
N06421F,0.031706891625148725
N06421G,0.0
N06431Y,0.02236385297167129
N31111S,0.037111075521470735
N31111U,0.010388328634089205
N31111W,0.017930844540689005
