,N06431Y
N06351L,0.021660428970820426
N06411H,0.03137295798138286
N06421A,0.0
N06421D,0.0335595352428434
N06421E,0.008328565275236673
N06421F,0.03896299419448882
N06421G,0.0234054591291537
N06431Y,0.0
N31111S,0.008152670880440326
N31111U,0.0
N31111W,0.013532873446823175
