,N06421D
N06351L,0.005198899085765602
N06411H,0.008081989517955183
N06421A,0.00354822524890141
N06421D,0.0
N06421E,0.003631090270405742
N06421F,0.030605257776441647
N06421G,0.004356001710871839
N06431Y,0.025652508167294495
N31111S,0.004781360391950445
N31111U,0.001081907710810379
N31111W,0.004867281510127643
