,N06421F
N06351L,0.015360004932343685
N06411H,0.02329746137734434
N06421A,0.0
N06421D,0.016850964920049595
N06421E,0.0010783557996219021
N06421F,0.0
N06421G,0.006165363019667358
N06431Y,0.024158884968424495
N31111S,0.006135024227078041
N31111U,0.0
N31111W,0.0016860376082388458
