,N31111S
N06351L,0.03595900053776261
N06411H,0.03703171686140422
N06421A,0.0
N06421D,0.012129728078950585
N06421E,0.062329750309978824
N06421F,0.018542929891300068
N06421G,0.03762081039759751
N06431Y,0.017741419225848848
N31111S,0.0
N31111U,0.0
N31111W,0.06476386034015849
