,N06351L
N06351L,0.0
N06411H,0.08236005414003139
N06421A,0.0
N06421D,0.018298487695837088
N06421E,0.01806444672374392
N06421F,0.027010444988329968
N06421G,0.018048077823188406
N06431Y,0.035125665459145465
N31111S,0.013813045382859625
N31111U,0.0
N31111W,0.017790994741600976
