,N06411H
N06351L,0.00284484316967957
N06411H,0.0
N06421A,0.006710277806831946
N06421D,0.016034594597128454
N06421E,0.011780126180885997
N06421F,0.03019807159532752
N06421G,0.014268917378418585
N06431Y,0.028616336718080386
N31111S,0.008818664573919032
N31111U,0.0036130116263846626
N31111W,0.011843622783910848
