,N31111W
N06351L,0.02705224866782224
N06411H,0.028542306817019334
N06421A,0.0021129287018454403
N06421D,0.007075401906332099
N06421E,0.0
N06421F,0.019633016200430366
N06421G,0.026126290598273535
N06431Y,0.022301316935919233
N31111S,0.0363456810364422
N31111U,0.012463531080664475
N31111W,0.0
