,N06421E
N06351L,0.034222301283200494
N06411H,0.03371015535785658
N06421A,0.0034530617151976224
N06421D,0.014320507367499038
N06421E,0.0
N06421F,0.015365327254535101
N06421G,0.038343310185128626
N06431Y,0.022285382337938867
N31111S,0.049340303096853375
N31111U,0.010821166075967918
N31111W,0.031871878534819036
