,N06351L,N06411H,N06421A,N06421D,N06421E,N06421F,N06421G,N06431Y,N31111S,N31111U,N31111W
0,0.01809802586162823,0.04329515883877714,0.006307216489663229,0.040239412051446544,0.013210992965546314,0.02826268413496263,0.053833266479627336,0.005429837390490745,0.009748450270290112,0.005286204211382716,0.0
1,0.037216147116901126,0.03733705848826503,0.008324203278987715,0.04789003554081688,0.011720667907895907,0.027419899423470496,0.04705047703247945,0.012482118368324007,0.008462139203227288,0.0064048320883558826,0.0
2,0.03293834415877807,0.03149583283323964,0.007406738949699456,0.043211857293278484,0.010573381570427877,0.022470110591802813,0.036749963093613884,0.011445785673675978,0.011481857822253392,0.005400312377459389,0.0
3,0.032425863279769936,0.029685657381366116,0.0077474318749740315,0.03147643805222155,0.008993368842197104,0.03043619910903591,0.03078132666353385,0.016979768496867498,0.011909858173546053,0.007637980862246575,0.0
4,0.030062153906048054,0.02752581422970969,0.0063401408768468445,0.03289302810894661,0.009872139352812495,0.02793886938821254,0.03759242787194634,0.015524328821101226,0.011571434565249356,0.007243961276444276,0.0
5,0.028969356655547212,0.03888661998096416,0.0,0.02487965041908263,0.008603639950769699,0.028713257800729586,0.051191168778879144,0.021482823199587366,0.011220337444109541,0.007493235630604461,0.0
6,0.02922031410242201,0.041258706521300245,0.0,0.026398521602769183,0.008661431709087238,0.027937800245585464,0.045291331948726,0.02140837668731722,0.01149928431774759,0.00867735691845344,0.0
7,0.029522925073695402,0.04738207925305503,0.0,0.024988305604811994,0.008454720856865546,0.03070463593721289,0.04402655449268669,0.021172792774035182,0.010821323914829274,0.00908833621429675,0.0
8,0.030208100267652138,0.047982936582917635,0.0,0.025187914342609898,0.011584737251250319,0.03083535407149328,0.0447511956928105,0.021416427476154788,0.015922356261596785,0.009506166313150495,0.0
9,0.0292068633172395,0.04527669689850765,0.0,0.02150496695627251,0.011644620921339447,0.03157835022484152,0.04368943653448487,0.023665479292527575,0.015391353381578264,0.00943642519746692,0.0
10,0.030054231560886217,0.04501007466907296,0.0,0.027194067773361627,0.012710155088475186,0.03160739298141311,0.04373973913256381,0.028716971066737186,0.014904255487055205,0.008774178608200555,0.0
11,0.029419962751440338,0.043678865046506685,0.0,0.02796967510883481,0.013280490222582287,0.0361461555313991,0.044493365121883316,0.030935675188022198,0.014940415156214843,0.008686047484820617,0.0
