,N06351L
N06351L,0.0
N06411H,0.039199895155999205
N06421A,0.0
N06421D,0.006659911915862367
N06421E,0.010603269376942559
N06421F,0.05697239140188901
N06421G,0.038596392074287604
N06431Y,0.052367030480679526
N31111S,0.013610208411117724
N31111U,0.0
N31111W,0.01809802586162823
