,N06421G
N06351L,0.046399277811450625
N06411H,0.014676321858510942
N06421A,0.020127735740588393
N06421D,0.03638836862707215
N06421E,0.012078066542531098
N06421F,0.046337904538251484
N06421G,0.0
N06431Y,0.06579918692286464
N31111S,0.015512256257223467
N31111U,0.009058544348355615
N31111W,0.053833266479627336
