,N06421E
N06351L,0.01794544220351785
N06411H,0.039510097188271795
N06421A,0.003910765722545488
N06421D,0.006381569688053592
N06421E,0.0
N06421F,0.036407289423273856
N06421G,0.020867266030151044
N06431Y,0.03176294497915109
N31111S,0.02333367408601585
N31111U,0.004116158557140732
N31111W,0.013210992965546314
