,N06411H
N06351L,0.019989036449116104
N06411H,0.0
N06421A,0.0027425154649041044
N06421D,0.022952242598873587
N06421E,0.014830764068494432
N06421F,0.04390627435510591
N06421G,0.04730917759578202
N06431Y,0.06128995535793362
N31111S,0.012966994841393326
N31111U,0.0
N31111W,0.04329515883877714
