,N06431Y
N06351L,0.024927158819317376
N06411H,0.016831583674053577
N06421A,0.0019461170581160842
N06421D,0.020419174138230495
N06421E,0.020338393297232485
N06421F,0.07656075938082427
N06421G,0.014816809282047467
N06431Y,0.0
N31111S,0.01590965023856152
N31111U,0.0
N31111W,0.005429837390490745
