,N06421F
N06351L,0.02079658199419532
N06411H,0.008738756808984293
N06421A,0.002358611497498383
N06421D,0.015355621349616383
N06421E,0.004760723521456183
N06421F,0.0
N06421G,0.016991522894151557
N06431Y,0.06896860851953289
N31111S,0.010481334652687026
N31111U,0.0
N31111W,0.02826268413496263
