,cd
M_0038_0037,0.028025128427981612
M_0037_0038,0.08470698074884363
M_0037_0779_0039_U,0.03465050512925065
M_0191_0038,0.038029331734521686
M_0038_0191,0.04929135006972564
M_0039_0038,0.08024368386393309
M_0191_0852,0.04030571692790415
M_0852_0191,0.045190651811493114
M_0308_0011,0.02978089275591923
M_0011_0308,0.05289421713574281
M_0821_0190,0.054487088130488116
M_0323_0032,0.005774924873830931
M_0821_0159,0.0806927247463857
M_0032_0323,0.0705585649899131
M_0015_0159,0.03921114384221993
M_0108_0478_0479,0.0
