,cd
M_0821_0159,0.06324534626220199
M_0821_0190,0.015729908355282433
M_0015_0159,0.030879516858283173
M_0852_0191,0.0
M_0191_0852,0.03806627693197564
M_0191_0038,0.020932827727660676
M_0038_0191,0.06977535359520566
M_0011_0308,0.008087870967060165
M_0308_0011,0.024880071812042503
M_0037_0779_0039_U,0.05071857625067907
M_0037_0038,0.06612061975686655
M_0038_0037,0.03648169009106203
M_0039_0038,0.012903303562984494
M_0323_0032,0.0058231949017349795
M_0032_0323,0.023447685303270075
M_0108_0478_0479,0.03095063044609012
