,N31111W
N06351L,0.029994693144633624
N06411H,0.029762758261488137
N06421A,0.003287095725195659
N06421D,0.00860832105405591
N06421E,0.0
N06421F,0.02261504980762286
N06421G,0.023830963493909216
N06431Y,0.027932748986371624
N31111S,0.03732094722898742
N31111U,0.0137355266482491
N31111W,0.0
